time ax ay az wx wy wz hm
481299242 -00.207668 +00.086055 -09.628113 +0.004501 -0.009146 -0.001645 +05.81
481299247 -00.304271 -00.061572 -09.683077 +0.004501 -0.009146 -0.001645 +05.28
481299252 -00.304271 -00.061572 -09.683077 +0.005866 -0.001439 +0.008273 +13.54
481299257 -00.043467 -00.089607 -09.685909 +0.006843 +0.009149 +0.009393 +06.27
481299262 -00.047778 +00.125500 -09.745308 +0.005697 +0.008295 +0.012059 +10.87
481299267 -00.201585 +00.264715 -09.897376 -0.000050 +0.000292 +0.009041 +08.90
481299272 -00.158066 +00.141265 -09.955601 -0.001096 +0.005375 +0.002916 +08.90
481299277 -00.081674 -00.031688 -09.780793 +0.000204 +0.007337 +0.001195 +10.07
481299282 -00.081674 -00.031688 -09.780793 -0.001104 +0.002003 +0.002754 +11.30
481299287 -00.241168 -00.094059 -09.778152 -0.002072 +0.003743 +0.004168 +05.54
481299292 -00.284101 -00.064459 -09.911507 +0.002367 +0.005293 +0.008429 +12.10
481299297 -00.018484 +00.107212 -09.835746 +0.003674 +0.012383 +0.007501 +07.40
481299302 +00.039544 +00.264412 -09.795289 -0.002578 +0.008330 +0.008259 +07.40
481299307 +00.025022 +00.173957 -09.820294 -0.004513 +0.005093 +0.009191 +06.14
481299312 +00.025022 +00.173957 -09.820294 -0.004520 +0.002522 +0.009186 +12.66
481299317 -00.062516 +00.020315 -09.718108 -0.009847 +0.002216 -0.002148 +12.15
481299322 -00.275314 -00.052050 -09.673190 -0.001163 -0.002740 +0.007618 +06.17
481299327 -00.280212 -00.075983 -09.663991 +0.002864 +0.006604 +0.007018 +10.58
481299332 -00.067055 +00.011419 -09.799205 +0.002864 +0.006604 +0.007018 +10.58
481299337 +00.044261 +00.192844 -09.791333 +0.003511 +0.012856 +0.007973 +01.62
481299342 +00.044261 +00.192844 -09.791333 +0.000168 +0.012068 +0.006389 +10.52
481299347 -00.134104 +00.159932 -09.898030 -0.007149 +0.005069 +0.000695 +06.97
481299352 -00.129553 +00.030941 -09.870944 -0.001429 -0.001206 +0.002433 +05.12
481299357 -00.159146 -00.027502 -09.729035 +0.000814 +0.000412 +0.002286 +11.75
481299362 -00.284704 -00.022955 -09.734832 +0.001040 +0.002802 +0.012820 +11.75
481299367 -00.177840 -00.011930 -09.890917 -0.000389 +0.000735 +0.011241 +07.87
481299372 -00.177840 -00.011930 -09.890917 +0.000465 +0.008352 +0.007641 +15.06
481299377 -00.003740 +00.150588 -09.887486 -0.005258 +0.011742 +0.005427 +09.53
481299382 -00.047048 +00.179382 -09.920855 -0.003661 +0.000235 +0.002271 +10.24
481299387 -00.033168 +00.068721 -09.798233 -0.001909 +0.005987 +0.004486 +07.72
481299392 -00.139758 +00.063040 -09.713511 -0.001108 +0.004874 +0.004016 +07.72
481299397 -00.251206 +00.009732 -09.638917 +0.002247 -0.001990 +0.002130 +10.50
481299402 -00.251206 +00.009732 -09.638917 +0.005260 -0.000423 +0.005129 +14.84
481299407 -00.222318 -00.099786 -09.654247 +0.001296 +0.005054 +0.003395 +14.48
481299412 -00.038397 -00.003481 -09.718180 +0.001296 +0.005054 +0.003395 +16.55
481299417 -00.051946 +00.222027 -09.887060 +0.001630 +0.010357 +0.003405 +11.14
481299422 -00.133868 +00.269817 -09.920538 -0.003253 -0.000692 +0.009500 +11.14
481299427 -00.047207 +00.126728 -09.897669 -0.000817 -0.002851 +0.004790 +07.59
481299432 -00.047207 +00.126728 -09.897669 -0.002080 +0.008525 +0.006376 +04.39
481299437 -00.105871 -00.012815 -09.761733 -0.004943 +0.001662 +0.003054 +02.40
481299442 -00.303689 -00.065075 -09.840256 +0.003314 -0.000640 +0.007951 +04.87
481299447 -00.168212 -00.035756 -09.891115 +0.004124 +0.008815 +0.009540 +04.24
481299452 +00.039513 +00.107409 -09.844765 +0.004635 +0.010951 +0.006874 +04.24
481299457 +00.005742 +00.216802 -09.815193 +0.004156 +0.005675 +0.005292 -03.41
481299462 +00.005742 +00.216802 -09.815193 -0.000594 +0.002381 -0.000387 +09.61
481299467 -00.018696 +00.135291 -09.768749 -0.004571 -0.000319 -0.003077 +06.94
481299472 -00.202586 -00.018015 -09.734061 -0.003162 -0.006283 -0.001667 +07.58
481299477 -00.420270 -00.052467 -09.660166 +0.000982 -0.004688 -0.000079 +06.33
481299482 -00.275165 -00.113552 -09.735820 -0.000651 +0.004835 +0.006375 +06.33
481299487 -00.023525 +00.082972 -09.788457 +0.002237 +0.012860 +0.007497 +11.14
481299492 -00.023525 +00.082972 -09.788457 -0.000981 +0.014727 +0.010318 +11.13
481299497 +00.006028 +00.231686 -09.886443 -0.000981 +0.014727 +0.010318 +01.56
481299502 -00.105291 +00.088299 -09.879579 -0.002432 +0.005746 +0.009042 +09.11
481299507 -00.086421 +00.030302 -09.780102 -0.000819 +0.006738 +0.007791 +07.52
481299512 -00.173726 -00.041993 -09.710285 -0.000805 +0.003247 +0.005271 +07.52
481299517 -00.231244 -00.003115 -09.815086 +0.002057 -0.002366 +0.005272 +01.33
481299522 -00.231244 -00.003115 -09.815086 +0.001232 +0.001103 +0.008889 +07.78
481299527 -00.071517 +00.074024 -09.874693 -0.002381 +0.004719 +0.003382 +17.57
481299532 +00.054361 +00.189055 -09.910337 -0.002381 +0.004719 +0.003382 +02.00
481299537 -00.076040 +00.184052 -09.916289 -0.001221 +0.006717 -0.000382 +09.53
481299542 -00.062114 +00.054468 -09.812938 -0.000605 +0.006517 +0.001977 +09.53
481299547 -00.183278 +00.105642 -09.684813 +0.000943 -0.001561 +0.004955 +06.38
481299552 -00.183278 +00.105642 -09.684813 -0.000331 -0.000278 +0.004796 +04.12
481299557 -00.366911 +00.038491 -09.687199 -0.001311 -0.000960 +0.006834 +18.78
481299562 -00.193155 -00.123111 -09.711413 +0.001714 +0.004787 +0.009683 +09.04
481299567 +00.019508 +00.034564 -09.688657 +0.005553 +0.008643 +0.010488 +05.16
481299572 -00.105298 +00.202417 -09.835373 +0.002352 +0.003027 +0.009368 +05.16
481299577 -00.133924 +00.174585 -09.940712 -0.002258 +0.000496 +0.006048 +13.08
481299582 -00.133924 +00.174585 -09.940712 -0.002258 +0.000496 +0.006048 +08.32
481299587 -00.047395 +00.093036 -09.859974 -0.002063 +0.006956 +0.004173 -00.76
481299592 -00.192720 -00.050843 -09.801030 +0.000064 +0.007053 -0.001006 +13.79
481299597 -00.318221 -00.069951 -09.830916 +0.003493 -0.002363 +0.005434 +08.12
481299602 -00.134611 -00.059916 -09.843491 +0.000770 +0.002411 +0.007476 +08.12
481299607 +00.092433 +00.149868 -09.772375 +0.003663 +0.007726 +0.007337 +08.74
481299612 +00.092433 +00.149868 -09.772375 +0.000434 +0.005898 +0.010152 +16.11
481299617 -00.028211 +00.230694 -09.772466 +0.001896 +0.005147 +0.007484 +10.96
481299622 -00.076670 +00.059053 -09.793963 +0.002759 +0.002227 -0.000062 +11.93
481299627 -00.202780 +00.010101 -09.671826 -0.000941 +0.000572 +0.001966 +20.14
481299632 -00.366804 -00.027857 -09.740364 -0.000941 +0.000572 +0.001966 +20.14
481299637 -00.212460 -00.151652 -09.726203 +0.002885 +0.003925 +0.004028 +08.83
481299642 -00.212460 -00.151652 -09.726203 +0.002680 +0.009439 +0.010322 +09.58
481299647 +00.068068 +00.068510 -09.744977 +0.000585 +0.010678 +0.012517 +06.67
481299652 -00.037576 +00.198018 -09.863409 +0.001406 +0.001929 +0.007634 +10.32
481299657 -00.085732 +00.093608 -09.941252 -0.003008 +0.004259 +0.001965 +10.54
481299662 -00.067035 +00.039996 -09.794105 -0.000125 +0.002042 +0.000714 +10.54
481299667 -00.154407 -00.056223 -09.715048 -0.000125 +0.002042 +0.000714 +07.02
481299672 -00.154407 -00.056223 -09.715048 -0.002076 -0.002820 +0.002743 +08.67
481299677 -00.255501 -00.003396 -09.786728 +0.001539 -0.005314 +0.008409 +11.31
481299682 -00.143882 +00.045526 -09.908991 -0.000052 -0.000672 +0.009039 +05.73
481299687 -00.032661 +00.221990 -09.877369 -0.000504 +0.009448 +0.009054 +11.57
481299692 -00.119846 +00.159463 -09.836007 -0.004483 +0.009145 +0.007154 +11.57
481299697 -00.105817 +00.053878 -09.751420 -0.002534 +0.004411 +0.002596 +08.12
481299702 -00.105817 +00.053878 -09.751420 -0.000366 +0.001576 +0.009042 +13.35
481299707 -00.183314 +00.105566 -09.675291 -0.003527 -0.002049 +0.004311 +16.28
481299712 -00.323593 -00.009304 -09.663579 +0.000939 -0.000290 +0.005743 +09.35
481299715 -00.062753 -00.103840 -09.700530 +0.004516 +0.009426 +0.002156 +07.88
481299720 +00.058328 +00.049297 -09.731003 +0.003401 +0.019181 +0.004525 +07.88
481299725 -00.046850 +00.260651 -09.943701 -0.002872 +0.009333 +0.005903 +06.86
481299730 -00.046850 +00.260651 -09.943701 -0.002907 -0.003681 +0.005882 +07.15
481299735 -00.119019 +00.232576 -10.030373 -0.000634 +0.003906 +0.004330 +03.81
481299740 -00.008826 +00.078693 -09.845523 +0.000856 +0.003206 -0.001324 +05.30
481299745 -00.168602 -00.074639 -09.801102 +0.001927 -0.002312 +0.002129 +07.70
481299750 -00.322929 -00.031654 -09.849551 +0.001927 -0.002312 +0.002129 +07.70
481299755 -00.163392 -00.016745 -09.881325 +0.005240 +0.000021 +0.007330 +11.13
481299760 -00.163392 -00.016745 -09.881325 +0.006857 +0.009813 +0.008137 +08.65
481299765 +00.005668 +00.188110 -09.806009 +0.001411 +0.004655 +0.007953 +11.64
481299770 -00.042817 +00.197126 -09.753942 +0.000100 +0.006671 +0.011881 +09.46
481299775 -00.062348 +00.039699 -09.755972 -0.000346 +0.004490 +0.007789 -00.39
481299780 -00.212669 -00.028457 -09.624749 +0.004030 -0.004018 -0.001010 -00.39
481299785 -00.343005 -00.038075 -09.649802 +0.004175 -0.007720 -0.000544 +02.72
481299790 -00.343005 -00.038075 -09.649802 +0.003831 +0.001028 +0.004498 -01.22
